order_id,order_date,customer_id,product,region,quantity,unit_price
ORD-005607,2024-05-20,CUST-00478,Noise-Canceling Headphones,West,2,162.08
ORD-005608,2025-07-08,CUST-00633,External SSD,East,4,119.27
ORD-005609,2024-01-17,CUST-00319,External SSD,North,3,106.98
ORD-005610,2024-03-03,CUST-00479,Standing Desk Converter,North,3,200.73
ORD-005611,2024-09-09,CUST-00368,27in Monitor,West,4,221.88
ORD-005612,2025-04-09,CUST-00367,Office Chair,West,4,272.83
ORD-005613,2025-01-10,CUST-00378,Standing Desk Converter,South,3,185.99
ORD-005614,2025-06-03,CUST-00463,27in Monitor,East,1,216.9
ORD-005615,2024-03-30,CUST-00013,External SSD,East,2,121.94
ORD-005616,2025-12-20,CUST-00536,Webcam,East,2,66.08
ORD-005617,2025-09-21,CUST-01192,Laptop Stand,West,1,37.87
ORD-005618,2024-06-23,CUST-00270,27in Monitor,North,2,249.77
ORD-005619,2024-03-16,CUST-01094,Laptop Stand,West,1,28.68
ORD-005620,2025-09-04,CUST-00376,Wireless Mouse,South,1,26.6
ORD-005621,2025-10-24,CUST-01113,Noise-Canceling Headphones,South,4,186.24
ORD-005622,2025-02-03,CUST-00257,External SSD,South,1,136.86
ORD-005623,2024-03-11,CUST-00217,Office Chair,East,3,251.56
ORD-005624,2024-06-28,CUST-00450,USB-C Hub,East,1,44.35
ORD-005625,2024-05-03,CUST-00894,Office Chair,East,1,268.17
ORD-005626,2025-01-15,CUST-01165,Standing Desk Converter,East,2,154.79
ORD-005627,2024-10-19,CUST-01185,Laptop Stand,East,2,27.61
ORD-005628,2024-07-13,CUST-00032,Standing Desk Converter,South,1,190.87
ORD-005629,2024-08-15,CUST-01176,Webcam,West,1,54.44
ORD-005630,2025-03-06,CUST-00610,Wireless Mouse,North,1,22.99
ORD-005631,2025-03-11,CUST-00917,Office Chair,East,1,273.98
ORD-005632,2025-04-05,CUST-00542,Office Chair,North,2,233.79
ORD-005633,2025-09-09,CUST-00148,Webcam,South,1,62.08
ORD-005634,2024-01-21,CUST-00656,External SSD,South,1,109.45
ORD-005635,2024-03-04,CUST-00067,27in Monitor,West,1,204.02
ORD-005636,2024-06-13,CUST-00570,Laptop Stand,North,3,37.09
ORD-005637,2024-01-27,CUST-00748,Laptop Stand,South,1,30.91
ORD-005638,2024-11-06,CUST-00443,Noise-Canceling Headphones,West,2,204.95
ORD-005639,2024-10-11,CUST-00897,Noise-Canceling Headphones,North,4,183.84
ORD-005640,2025-10-21,CUST-00399,Noise-Canceling Headphones,West,4,179.74
ORD-005641,2024-10-07,CUST-01152,Laptop Stand,West,1,36.77
ORD-005642,2024-06-12,CUST-00482,27in Monitor,East,2,241.24
ORD-005643,2024-08-11,CUST-00948,External SSD,North,1,118.42
ORD-005644,2024-05-25,CUST-00186,Wireless Mouse,South,4,25.86
ORD-005645,2024-01-30,CUST-00169,Wireless Mouse,North,1,27.3
ORD-005646,2024-02-14,CUST-00507,Webcam,North,1,69.05
ORD-005647,2025-04-15,CUST-00521,Mechanical Keyboard,North,2,89.22
ORD-005648,2024-02-03,CUST-00161,USB-C Hub,West,4,47.71
ORD-005649,2025-10-14,CUST-00340,27in Monitor,East,3,232.35
ORD-005650,2025-03-02,CUST-01130,Mechanical Keyboard,South,1,91.21
ORD-005651,2024-08-08,CUST-00704,Standing Desk Converter,South,3,153.26
ORD-005652,2025-06-17,CUST-01177,Noise-Canceling Headphones,East,3,200.08
ORD-005653,2025-11-22,CUST-00823,Standing Desk Converter,South,1,201.68
ORD-005654,2025-01-01,CUST-00785,Wireless Mouse,West,3,26.32
ORD-005655,2025-07-03,CUST-01173,USB-C Hub,North,1,44.09
ORD-005656,2025-08-04,CUST-00131,Mechanical Keyboard,West,3,101.86
ORD-005657,2024-04-25,CUST-00516,Office Chair,East,4,261.38
ORD-005658,2024-08-26,CUST-00536,External SSD,West,2,124.67
ORD-005659,2024-11-30,CUST-00741,USB-C Hub,North,2,42.1
ORD-005660,2025-03-16,CUST-00781,Laptop Stand,North,1,35.15
ORD-005661,2024-05-27,CUST-00588,USB-C Hub,East,1,45.7
ORD-005662,2024-01-09,CUST-00726,Webcam,West,4,55.77
ORD-005663,2024-10-14,CUST-00943,Laptop Stand,East,1,33.48
ORD-005664,2025-01-22,CUST-00997,Mechanical Keyboard,East,1,94.8
ORD-005665,2024-02-19,CUST-00376,Standing Desk Converter,North,2,212.07
ORD-005666,2025-05-31,CUST-01182,External SSD,South,2,103.9
ORD-005667,2025-09-29,CUST-00204,Webcam,South,3,69.6
ORD-005668,2025-08-09,CUST-00989,USB-C Hub,East,1,42.3
ORD-005669,2025-11-07,CUST-00661,Wireless Mouse,South,1,22.47
ORD-005670,2024-10-04,CUST-00075,Laptop Stand,South,3,38.5
ORD-005671,2024-10-26,CUST-00741,Mechanical Keyboard,East,1,95.91
ORD-005672,2025-08-11,CUST-00304,Mechanical Keyboard,West,1,97.0
ORD-005673,2025-10-10,CUST-01086,Office Chair,East,1,244.86
ORD-005674,2025-09-09,CUST-00570,Standing Desk Converter,East,1,198.84
ORD-005675,2025-08-29,CUST-00786,Noise-Canceling Headphones,West,3,216.81
ORD-005676,2024-05-14,CUST-01132,Webcam,North,1,57.58
ORD-005677,2025-08-02,CUST-00987,Wireless Mouse,North,1,27.26
ORD-005678,2024-05-26,CUST-00229,Standing Desk Converter,East,2,180.01
ORD-005679,2025-05-04,CUST-01072,Mechanical Keyboard,South,3,80.83
ORD-005680,2025-04-22,CUST-00268,Noise-Canceling Headphones,South,2,172.9
ORD-005681,2024-06-07,CUST-00727,USB-C Hub,North,2,46.24
ORD-005682,2025-01-18,CUST-00802,Mechanical Keyboard,East,1,89.67
ORD-005683,2024-06-11,CUST-00254,Webcam,South,1,58.46
ORD-005684,2025-03-16,CUST-00957,External SSD,South,1,138.31
ORD-005685,2024-07-07,CUST-00870,External SSD,South,1,133.67
ORD-005686,2025-02-18,CUST-00087,Mechanical Keyboard,South,2,89.43
ORD-005687,2024-12-04,CUST-01049,Webcam,West,1,60.46
ORD-005688,2025-08-29,CUST-00222,Laptop Stand,West,2,39.06
ORD-005689,2024-06-29,CUST-00990,Noise-Canceling Headphones,West,1,190.59
ORD-005690,2024-10-14,CUST-00397,27in Monitor,West,2,224.69
ORD-005691,2024-07-05,CUST-00938,Mechanical Keyboard,South,1,104.05
ORD-005692,2024-05-17,CUST-00511,Standing Desk Converter,West,3,176.89
ORD-005693,2024-05-09,CUST-00561,USB-C Hub,South,3,44.05
ORD-005694,2024-07-12,CUST-00846,Office Chair,East,1,259.72
ORD-005695,2024-11-11,CUST-00440,Standing Desk Converter,North,4,203.04
ORD-005696,2024-05-23,CUST-01199,External SSD,West,4,109.85
ORD-005697,2024-01-16,CUST-00311,Office Chair,North,4,277.91
ORD-005698,2024-10-28,CUST-00035,Laptop Stand,South,2,33.55
ORD-005699,2025-02-26,CUST-00217,Laptop Stand,West,1,37.9
ORD-005700,2024-09-01,CUST-00721,Noise-Canceling Headphones,East,1,177.26
ORD-005701,2024-04-16,CUST-01016,Noise-Canceling Headphones,East,2,173.49
ORD-005702,2024-03-28,CUST-00519,Wireless Mouse,East,2,26.65
ORD-005703,2024-05-08,CUST-00269,Laptop Stand,North,1,36.38
ORD-005704,2024-12-06,CUST-00638,External SSD,East,1,118.69
ORD-005705,2024-01-04,CUST-00475,Noise-Canceling Headphones,North,2,182.49
ORD-005706,2024-11-22,CUST-00090,Mechanical Keyboard,West,1,86.53
ORD-005707,2025-02-13,CUST-01066,External SSD,East,1,141.19
ORD-005708,2024-11-01,CUST-00982,Mechanical Keyboard,West,2,93.95
ORD-005709,2025-08-29,CUST-00288,Standing Desk Converter,South,1,197.64
ORD-005710,2025-12-21,CUST-00481,Wireless Mouse,South,1,25.52
ORD-005711,2024-08-12,CUST-00637,USB-C Hub,South,3,45.09
ORD-005712,2024-12-13,CUST-00501,USB-C Hub,South,1,42.62
ORD-005713,2024-11-16,CUST-00052,Webcam,North,1,58.38
ORD-005714,2025-07-12,CUST-00103,USB-C Hub,West,3,43.48
ORD-005715,2024-06-29,CUST-00699,Noise-Canceling Headphones,South,3,185.72
ORD-005716,2025-09-09,CUST-01038,External SSD,East,2,117.01
ORD-005717,2025-12-11,CUST-00470,USB-C Hub,North,1,51.15
ORD-005718,2025-01-20,CUST-00427,Office Chair,North,4,304.1
ORD-005719,2025-09-09,CUST-00110,Wireless Mouse,East,1,21.76
ORD-005720,2024-04-17,CUST-00515,USB-C Hub,West,3,50.77
ORD-005721,2025-06-14,CUST-00068,USB-C Hub,South,4,40.19
ORD-005722,2025-02-13,CUST-00389,Noise-Canceling Headphones,North,2,181.52
ORD-005723,2024-10-22,CUST-00308,Laptop Stand,North,2,36.48
ORD-005724,2024-06-19,CUST-01090,27in Monitor,West,1,183.32
ORD-005725,2024-11-26,CUST-00460,Mechanical Keyboard,East,1,85.91
ORD-005726,2025-05-07,CUST-00347,Noise-Canceling Headphones,West,1,182.45
ORD-005727,2024-07-13,CUST-00325,USB-C Hub,North,2,41.82
ORD-005728,2024-01-12,CUST-00667,Noise-Canceling Headphones,West,1,161.8
ORD-005729,2024-07-13,CUST-01057,Standing Desk Converter,West,2,218.2
ORD-005730,2025-05-04,CUST-00068,Noise-Canceling Headphones,West,1,181.92
ORD-005731,2024-06-30,CUST-00187,Mechanical Keyboard,North,1,100.2
ORD-005732,2025-10-17,CUST-00192,Noise-Canceling Headphones,East,1,209.86
ORD-005733,2024-11-11,CUST-00428,Webcam,East,3,64.54
ORD-005734,2025-11-24,CUST-01132,Standing Desk Converter,East,1,184.22
ORD-005735,2024-01-30,CUST-00216,27in Monitor,South,2,205.35
ORD-005736,2025-08-18,CUST-00177,Laptop Stand,East,1,36.87
ORD-005737,2025-11-08,CUST-00561,External SSD,West,2,126.68
ORD-005738,2024-04-05,CUST-00881,Laptop Stand,East,2,36.1
ORD-005739,2025-01-15,CUST-00626,USB-C Hub,East,2,48.25
ORD-005740,2025-03-19,CUST-00607,Mechanical Keyboard,East,2,90.05
ORD-005741,2024-10-24,CUST-00179,Webcam,East,2,60.67
ORD-005742,2024-12-26,CUST-00395,Webcam,South,2,56.82
ORD-005743,2025-01-08,CUST-01169,Noise-Canceling Headphones,South,1,164.18
ORD-005744,2025-07-07,CUST-00876,External SSD,West,1,111.48
ORD-005745,2024-10-29,CUST-00962,27in Monitor,North,1,219.93
ORD-005746,2025-02-24,CUST-00198,External SSD,West,1,127.07
ORD-005747,2024-09-02,CUST-00969,Wireless Mouse,West,2,25.07
ORD-005748,2025-12-20,CUST-01108,Webcam,East,1,58.57
ORD-005749,2024-08-24,CUST-00669,Webcam,West,2,58.76
ORD-005750,2025-06-17,CUST-01109,USB-C Hub,South,2,37.7
ORD-005751,2024-07-03,CUST-00457,Office Chair,North,1,256.41
ORD-005752,2025-04-12,CUST-00072,Laptop Stand,South,3,36.39
ORD-005753,2024-12-28,CUST-00223,Wireless Mouse,West,1,22.69
ORD-005754,2024-10-09,CUST-00276,Noise-Canceling Headphones,West,1,157.48
ORD-005755,2025-07-06,CUST-00573,Standing Desk Converter,South,2,167.92
ORD-005756,2024-12-01,CUST-00924,USB-C Hub,North,2,44.52
ORD-005757,2024-06-10,CUST-00471,Standing Desk Converter,South,1,185.26
ORD-005758,2024-06-08,CUST-00454,Standing Desk Converter,East,2,195.46
ORD-005759,2025-04-18,CUST-00969,27in Monitor,East,4,234.73
ORD-005760,2025-08-23,CUST-00007,Webcam,East,2,59.42
ORD-005761,2024-11-17,CUST-00188,External SSD,West,2,127.0
ORD-005762,2024-01-12,CUST-00004,27in Monitor,East,2,200.97
ORD-005763,2025-02-27,CUST-00907,Office Chair,South,2,279.3
ORD-005764,2024-03-13,CUST-01149,External SSD,South,2,120.98
ORD-005765,2025-08-10,CUST-01039,Standing Desk Converter,West,4,159.49
ORD-005766,2024-07-19,CUST-00960,Standing Desk Converter,East,1,193.55
ORD-005767,2025-06-05,CUST-00525,Webcam,North,2,73.26
ORD-005768,2025-05-19,CUST-00630,Noise-Canceling Headphones,South,1,205.34
ORD-005769,2025-11-18,CUST-00775,External SSD,West,4,119.83
ORD-005770,2024-02-08,CUST-00360,Mechanical Keyboard,North,1,97.13
ORD-005771,2024-02-29,CUST-00518,Laptop Stand,East,2,32.21
ORD-005772,2025-07-31,CUST-01054,Noise-Canceling Headphones,East,4,163.21
ORD-005773,2024-11-16,CUST-00921,External SSD,North,1,121.73
ORD-005774,2025-03-10,CUST-01180,Laptop Stand,East,2,33.97
ORD-005775,2025-09-27,CUST-00852,USB-C Hub,North,4,46.9
ORD-005776,2025-11-06,CUST-00935,Webcam,South,4,61.76
ORD-005777,2025-02-11,CUST-00901,Laptop Stand,South,3,35.92
ORD-005778,2025-01-20,CUST-00399,External SSD,East,3,131.09
ORD-005779,2025-11-01,CUST-00168,Office Chair,West,3,270.55
ORD-005780,2025-07-22,CUST-00377,Office Chair,North,1,291.97
ORD-005781,2024-03-18,CUST-00607,Webcam,West,4,64.94
ORD-005782,2024-07-12,CUST-01011,27in Monitor,North,3,223.12
ORD-005783,2024-10-11,CUST-00589,27in Monitor,East,2,185.82
ORD-005784,2025-06-10,CUST-01195,Office Chair,East,3,236.94
ORD-005785,2025-06-07,CUST-01178,27in Monitor,East,1,232.67
ORD-005786,2025-09-04,CUST-00048,External SSD,North,4,125.25
ORD-005787,2024-06-04,CUST-01025,Office Chair,North,2,311.58
ORD-005788,2024-12-05,CUST-01131,Laptop Stand,South,1,29.98
ORD-005789,2024-05-04,CUST-00173,Webcam,North,2,66.21
ORD-005790,2024-10-06,CUST-00506,USB-C Hub,West,1,44.94
ORD-005791,2025-09-13,CUST-01154,Laptop Stand,North,2,33.73
ORD-005792,2025-10-19,CUST-00398,Laptop Stand,South,4,39.16
ORD-005793,2025-12-28,CUST-00294,Mechanical Keyboard,South,2,80.48
ORD-005794,2025-11-04,CUST-00552,Standing Desk Converter,East,1,197.12
ORD-005795,2024-05-07,CUST-00850,Webcam,West,2,66.0
ORD-005796,2024-11-09,CUST-01040,Office Chair,South,2,237.76
ORD-005797,2024-11-27,CUST-00885,Noise-Canceling Headphones,North,2,158.18
ORD-005798,2024-05-29,CUST-01004,External SSD,West,4,125.92
ORD-005799,2025-03-29,CUST-00134,Mechanical Keyboard,North,4,101.15
ORD-005800,2024-02-05,CUST-00771,Office Chair,East,1,251.96
ORD-005801,2025-11-15,CUST-00508,USB-C Hub,West,2,39.32
ORD-005802,2025-02-23,CUST-01090,Standing Desk Converter,South,4,189.88
ORD-005803,2024-01-22,CUST-00480,Laptop Stand,South,1,33.49
ORD-005804,2024-07-24,CUST-00863,Noise-Canceling Headphones,North,2,157.79
ORD-005805,2025-09-30,CUST-00459,27in Monitor,West,1,230.2
ORD-005806,2024-12-21,CUST-00626,Noise-Canceling Headphones,East,2,171.41
ORD-005807,2025-03-15,CUST-00159,External SSD,North,1,129.65
ORD-005808,2025-12-29,CUST-00161,Standing Desk Converter,South,1,220.46
ORD-005809,2024-04-05,CUST-00940,Standing Desk Converter,East,1,191.41
ORD-005810,2024-06-12,CUST-00155,27in Monitor,South,1,217.04
ORD-005811,2024-05-27,CUST-00486,Laptop Stand,North,1,36.39
ORD-005812,2025-06-13,CUST-00432,USB-C Hub,East,2,45.08
ORD-005813,2024-10-20,CUST-01051,Laptop Stand,East,1,32.05
ORD-005814,2024-07-13,CUST-01004,External SSD,South,1,120.51
ORD-005815,2025-10-24,CUST-01036,USB-C Hub,North,2,44.25
ORD-005816,2025-04-24,CUST-00067,Laptop Stand,West,3,33.75
ORD-005817,2024-05-02,CUST-00542,Standing Desk Converter,South,1,175.25
ORD-005818,2025-02-03,CUST-00096,Wireless Mouse,East,2,26.17
ORD-005819,2025-11-29,CUST-00215,Mechanical Keyboard,East,1,85.21
ORD-005820,2025-03-27,CUST-00194,USB-C Hub,South,2,45.45
ORD-005821,2025-10-22,CUST-00885,Wireless Mouse,East,1,26.25
ORD-005822,2024-04-13,CUST-00039,Office Chair,South,1,256.08
ORD-005823,2025-04-06,CUST-00939,Office Chair,East,2,233.01
ORD-005824,2025-12-18,CUST-00939,Laptop Stand,East,1,33.64
ORD-005825,2025-12-10,CUST-00206,27in Monitor,West,3,218.49
ORD-005826,2025-01-30,CUST-00942,Laptop Stand,East,1,31.62
ORD-005827,2024-12-02,CUST-00555,27in Monitor,South,1,221.0
ORD-005828,2025-08-21,CUST-00484,Laptop Stand,North,1,40.19
ORD-005829,2024-05-21,CUST-00771,Noise-Canceling Headphones,North,3,192.89
ORD-005830,2024-11-12,CUST-00249,External SSD,West,1,108.14
ORD-005831,2025-12-11,CUST-01098,Mechanical Keyboard,West,2,107.48
ORD-005832,2025-07-11,CUST-00373,27in Monitor,North,1,217.12
ORD-005833,2025-06-10,CUST-00879,External SSD,South,1,119.97
ORD-005834,2025-07-09,CUST-00835,Noise-Canceling Headphones,North,3,175.31
ORD-005835,2025-02-04,CUST-00871,Office Chair,West,1,264.38
ORD-005836,2025-11-11,CUST-00702,Laptop Stand,North,4,40.03
ORD-005837,2024-11-05,CUST-00138,Webcam,East,2,55.41
ORD-005838,2025-05-09,CUST-00948,External SSD,North,4,118.96
ORD-005839,2025-07-09,CUST-00457,Laptop Stand,South,1,34.75
ORD-005840,2025-09-01,CUST-00814,Office Chair,South,1,219.61
ORD-005841,2024-04-18,CUST-00823,27in Monitor,South,1,229.8
ORD-005842,2025-01-06,CUST-00942,External SSD,South,2,110.79
ORD-005843,2025-09-07,CUST-00444,USB-C Hub,South,2,44.27
ORD-005844,2024-07-24,CUST-00353,Laptop Stand,North,1,32.87
ORD-005845,2024-02-12,CUST-00996,External SSD,South,1,106.87
ORD-005846,2024-09-01,CUST-00794,Standing Desk Converter,West,1,189.81
ORD-005847,2024-10-13,CUST-00411,Noise-Canceling Headphones,East,1,204.45
ORD-005848,2024-12-20,CUST-00678,Wireless Mouse,East,1,23.32
ORD-005849,2025-04-20,CUST-00453,27in Monitor,South,1,231.37
ORD-005850,2024-03-23,CUST-00419,Mechanical Keyboard,East,2,100.43
ORD-005851,2024-04-19,CUST-00450,Mechanical Keyboard,South,1,95.09
ORD-005852,2024-07-08,CUST-00995,Noise-Canceling Headphones,North,2,182.86
ORD-005853,2024-09-07,CUST-01139,USB-C Hub,South,2,44.93
ORD-005854,2025-12-24,CUST-00051,USB-C Hub,North,1,52.02
ORD-005855,2024-10-17,CUST-00210,Webcam,North,2,66.5
ORD-005856,2025-10-06,CUST-00888,Webcam,North,1,61.9
ORD-005857,2024-07-19,CUST-00998,Wireless Mouse,South,2,22.2
ORD-005858,2024-11-21,CUST-00993,Wireless Mouse,South,2,28.1
ORD-005859,2025-05-25,CUST-00850,Webcam,East,3,61.17
ORD-005860,2025-02-12,CUST-00627,Noise-Canceling Headphones,East,1,173.85
ORD-005861,2025-08-29,CUST-00679,Office Chair,West,3,270.97
ORD-005862,2025-05-22,CUST-00777,27in Monitor,North,1,188.42
ORD-005863,2025-12-31,CUST-00663,Standing Desk Converter,South,1,196.54
ORD-005864,2025-08-23,CUST-00268,Webcam,West,4,62.92
ORD-005865,2024-03-12,CUST-00116,USB-C Hub,South,2,45.34
ORD-005866,2024-09-03,CUST-00754,27in Monitor,West,2,236.53
ORD-005867,2025-10-02,CUST-01064,Office Chair,South,1,260.54
ORD-005868,2025-12-24,CUST-00182,Wireless Mouse,South,1,25.67
ORD-005869,2025-08-30,CUST-00903,Laptop Stand,North,1,38.02
ORD-005870,2025-08-09,CUST-01143,Noise-Canceling Headphones,West,1,195.02
ORD-005871,2025-07-19,CUST-00946,USB-C Hub,North,4,45.13
ORD-005872,2024-12-09,CUST-00258,Mechanical Keyboard,South,2,91.3
ORD-005873,2024-02-23,CUST-00509,Mechanical Keyboard,East,1,87.55
ORD-005874,2025-12-30,CUST-00092,Wireless Mouse,East,1,25.88
ORD-005875,2025-06-11,CUST-01185,Laptop Stand,West,4,34.95
ORD-005876,2025-09-02,CUST-00149,USB-C Hub,North,4,43.01
ORD-005877,2025-06-15,CUST-00117,Noise-Canceling Headphones,East,1,190.0
ORD-005878,2025-07-11,CUST-00458,Wireless Mouse,South,4,21.02
ORD-005879,2024-07-11,CUST-00565,Office Chair,North,1,244.32
ORD-005880,2024-02-27,CUST-00814,Mechanical Keyboard,East,1,96.08
ORD-005881,2025-03-12,CUST-00045,External SSD,South,1,111.34
ORD-005882,2024-04-20,CUST-00774,Standing Desk Converter,East,2,200.05
ORD-005883,2024-05-08,CUST-00234,27in Monitor,West,3,260.41
ORD-005884,2025-12-06,CUST-00197,Webcam,South,1,48.98
ORD-005885,2024-11-21,CUST-00025,Office Chair,West,2,266.05
ORD-005886,2024-01-08,CUST-00395,Noise-Canceling Headphones,West,3,206.61
ORD-005887,2024-01-29,CUST-00714,External SSD,East,1,123.62
ORD-005888,2024-04-21,CUST-01060,Noise-Canceling Headphones,West,4,180.1
ORD-005889,2025-11-03,CUST-00223,Mechanical Keyboard,South,1,85.37
ORD-005890,2024-05-10,CUST-00864,Office Chair,West,2,243.49
ORD-005891,2024-07-06,CUST-00530,Wireless Mouse,South,3,20.45
ORD-005892,2025-11-05,CUST-00257,Mechanical Keyboard,West,3,86.57
ORD-005893,2025-12-09,CUST-00654,USB-C Hub,South,1,44.31
ORD-005894,2025-04-19,CUST-01160,USB-C Hub,West,1,45.55
ORD-005895,2024-12-29,CUST-00591,Standing Desk Converter,West,1,204.13
ORD-005896,2024-07-22,CUST-00444,27in Monitor,East,1,237.75
ORD-005897,2024-07-30,CUST-00418,Laptop Stand,East,1,35.97
ORD-005898,2025-09-12,CUST-00574,Webcam,West,2,61.58
ORD-005899,2024-10-02,CUST-00129,Wireless Mouse,South,4,24.39
ORD-005900,2024-03-13,CUST-01011,External SSD,North,4,116.13
ORD-005901,2025-11-09,CUST-00341,Webcam,South,2,63.21
ORD-005902,2024-08-30,CUST-00810,Standing Desk Converter,East,1,189.43
ORD-005903,2024-04-11,CUST-00992,Office Chair,South,3,260.2
ORD-005904,2025-11-15,CUST-00100,Laptop Stand,South,1,41.39
ORD-005905,2024-06-19,CUST-00039,Noise-Canceling Headphones,North,1,198.93
ORD-005906,2025-10-14,CUST-00263,27in Monitor,South,4,212.07
ORD-005907,2024-07-06,CUST-00150,Webcam,North,2,54.27
ORD-005908,2025-03-16,CUST-00690,Webcam,South,1,64.02
ORD-005909,2024-03-26,CUST-00813,27in Monitor,South,2,165.18
ORD-005910,2025-04-20,CUST-01144,Webcam,East,2,58.56
ORD-005911,2024-02-21,CUST-00219,External SSD,South,1,99.91
ORD-005912,2024-04-20,CUST-00906,Laptop Stand,West,1,33.63
ORD-005913,2024-02-12,CUST-01147,Mechanical Keyboard,East,1,87.26
ORD-005914,2024-07-29,CUST-00244,Office Chair,North,2,270.98
ORD-005915,2024-07-18,CUST-00886,27in Monitor,South,1,212.02
ORD-005916,2025-09-18,CUST-00587,27in Monitor,East,1,239.03
ORD-005917,2024-01-26,CUST-00518,Noise-Canceling Headphones,North,4,194.9
ORD-005918,2024-10-25,CUST-01045,Standing Desk Converter,West,1,202.76
ORD-005919,2024-03-17,CUST-00190,Standing Desk Converter,South,2,165.18
ORD-005920,2024-05-16,CUST-00915,Webcam,East,1,59.96
ORD-005921,2024-01-20,CUST-00615,27in Monitor,West,1,231.03
ORD-005922,2025-03-15,CUST-00856,Webcam,East,1,61.02
ORD-005923,2024-07-29,CUST-00466,USB-C Hub,West,1,42.89
ORD-005924,2025-07-04,CUST-00099,Noise-Canceling Headphones,West,4,169.12
ORD-005925,2025-03-10,CUST-00830,Webcam,West,4,68.88
ORD-005926,2024-07-25,CUST-00997,USB-C Hub,West,1,46.7
ORD-005927,2025-03-14,CUST-01107,Wireless Mouse,South,1,20.37
ORD-005928,2025-10-27,CUST-00056,Standing Desk Converter,South,1,167.57
ORD-005929,2024-02-11,CUST-01046,Laptop Stand,South,1,28.55
ORD-005930,2025-02-14,CUST-00580,Standing Desk Converter,West,1,168.85
ORD-005931,2025-06-06,CUST-00185,Mechanical Keyboard,South,1,79.9
ORD-005932,2025-09-01,CUST-00522,Noise-Canceling Headphones,North,1,203.47
ORD-005933,2025-03-02,CUST-00264,Noise-Canceling Headphones,West,3,187.68
ORD-005934,2024-10-01,CUST-01062,27in Monitor,South,1,200.93
ORD-005935,2025-03-23,CUST-01003,Webcam,East,2,56.76
ORD-005936,2025-01-03,CUST-00123,Wireless Mouse,West,4,23.79
ORD-005937,2024-08-07,CUST-01180,Mechanical Keyboard,East,2,84.39
ORD-005938,2025-07-30,CUST-00301,Webcam,East,2,59.23
ORD-005939,2024-08-19,CUST-00833,Mechanical Keyboard,East,2,84.84
ORD-005940,2024-11-23,CUST-01091,27in Monitor,East,1,217.89
ORD-005941,2025-03-18,CUST-00645,27in Monitor,North,1,202.77
ORD-005942,2024-02-21,CUST-00874,Standing Desk Converter,South,1,185.2
ORD-005943,2025-01-10,CUST-00394,Office Chair,North,2,272.53
ORD-005944,2024-09-19,CUST-00661,Standing Desk Converter,East,2,176.05
ORD-005945,2024-09-23,CUST-01155,Noise-Canceling Headphones,East,2,171.46
ORD-005946,2024-12-24,CUST-00069,Noise-Canceling Headphones,South,1,173.73
ORD-005947,2024-11-12,CUST-00762,Wireless Mouse,East,2,27.0
ORD-005948,2024-11-19,CUST-00320,Laptop Stand,South,2,37.42
ORD-005949,2025-10-27,CUST-00177,USB-C Hub,South,1,43.74
ORD-005950,2025-10-13,CUST-00584,USB-C Hub,South,1,45.1
ORD-005951,2025-07-16,CUST-01184,Webcam,West,4,59.3
ORD-005952,2025-09-20,CUST-00582,27in Monitor,West,3,241.44
ORD-005953,2025-02-24,CUST-01159,External SSD,South,4,133.28
ORD-005954,2024-02-15,CUST-00111,27in Monitor,East,2,236.63
ORD-005955,2025-08-22,CUST-00999,External SSD,South,3,121.7
ORD-005956,2025-12-20,CUST-00758,27in Monitor,West,3,227.79
ORD-005957,2024-09-25,CUST-00283,USB-C Hub,South,1,44.57
ORD-005958,2025-08-23,CUST-00194,Laptop Stand,West,1,32.87
ORD-005959,2025-01-15,CUST-00967,Laptop Stand,East,1,33.85
ORD-005960,2024-04-27,CUST-01071,Standing Desk Converter,East,1,195.77
ORD-005961,2025-07-19,CUST-00978,Standing Desk Converter,East,1,184.1
ORD-005962,2024-04-25,CUST-00342,Wireless Mouse,South,1,21.85
ORD-005963,2025-09-21,CUST-00522,External SSD,East,2,119.25
ORD-005964,2024-09-16,CUST-00801,External SSD,South,2,102.47
ORD-005965,2024-03-15,CUST-00903,External SSD,South,2,135.5
ORD-005966,2025-04-24,CUST-00131,Standing Desk Converter,East,1,183.2
ORD-005967,2024-10-31,CUST-00814,27in Monitor,South,1,215.11
ORD-005968,2024-01-07,CUST-00061,Office Chair,North,1,293.36
ORD-005969,2024-12-31,CUST-00164,Standing Desk Converter,West,1,227.45
ORD-005970,2025-09-25,CUST-00272,USB-C Hub,West,3,44.31
ORD-005971,2025-06-06,CUST-00133,Noise-Canceling Headphones,East,1,170.24
ORD-005972,2024-12-13,CUST-00998,Webcam,West,3,63.1
ORD-005973,2025-03-13,CUST-00038,Office Chair,West,2,259.14
ORD-005974,2024-08-02,CUST-00617,27in Monitor,East,4,219.72
ORD-005975,2025-03-04,CUST-00474,27in Monitor,West,1,223.37
ORD-005976,2025-05-12,CUST-00059,Webcam,South,3,60.87
ORD-005977,2025-06-23,CUST-00589,External SSD,East,2,140.8
ORD-005978,2025-01-01,CUST-00499,USB-C Hub,North,1,41.38
ORD-005979,2024-11-08,CUST-00567,External SSD,West,1,138.56
ORD-005980,2025-06-21,CUST-00567,External SSD,West,1,117.91
ORD-005981,2024-02-23,CUST-01153,Noise-Canceling Headphones,South,2,189.05
